step,boid_id,x,y,x_vel,y_vel,pre_planned,separation,cohesion,alignment
440,31,23.1265,649.5557,-3.9316,-0.4443,0,,,27
440,32,770.8098,563.1839,2.1435,0.7797,0,,,8
440,33,407.1654,291.7117,3.8841,-0.9558,0,,15-17-23,5-7-13-15-16-17-23-24
440,34,526.1908,538.2579,-2.4145,3.1891,0,,0,0-3
440,35,872.4674,104.4806,-3.9371,-0.7067,0,,14-19-30,1-11-14-19-20-22-26-29-30
441,0,558.2147,523.6814,-2.0978,3.4057,0,,34,3-18-21-34
441,1,787.7667,126.7625,-3.7420,-0.5400,0,,6-14-26-29,6-11-14-19-20-26-29-30-35
441,2,293.2382,422.3816,2.9409,-0.1767,0,,10,10-12-13
441,3,614.7178,535.0450,-1.7630,3.2155,0,,18,0-18-21-34
441,4,1.6626,119.7451,-3.9623,-0.5482,0,,,
441,5,492.3014,330.1024,3.9833,-0.3649,0,16,16,7-9-16-17-23-28-33
441,6,782.7627,172.9657,-3.8668,0.3149,0,,1-26,1-14-20-26-29-30
441,7,407.1952,359.8266,3.6201,-0.8284,0,,9-13-17-24,5-9-12-13-15-16-17-23-24-33
441,8,721.8530,571.1394,1.6052,1.5943,0,,,18-32
441,9,432.5327,395.9733,3.0658,-0.7914,0,,7,5-7-12-13-16-17-24
441,10,304.8906,456.0460,2.9211,-0.3465,0,,2,2-12
441,11,818.5930,53.5145,-3.5520,-1.8394,0,,19-29,1-14-19-25-29-30-35
441,12,346.4082,419.2590,3.0024,-1.0765,0,,13,2-7-9-10-13-24
441,13,377.7522,383.8228,2.9103,-1.0966,0,,7-12-24,2-7-9-12-15-16-17-24-33
441,14,822.3081,113.5115,-3.7695,-1.3101,0,,1-19-26-29-30-35,1-6-11-19-20-22-25-26-29-30-35
441,15,374.0928,299.5686,3.9220,-0.7637,0,,24-33,7-13-16-17-23-24-33
441,16,459.0564,328.8734,3.9140,-0.4818,0,5,5-17,5-7-9-13-15-17-23-24-28-33
441,17,423.7717,325.7579,3.8316,-0.7817,0,,7-16-33,5-7-9-13-15-16-23-24-33
441,18,648.5091,522.7205,-1.6027,3.2993,0,,3,0-3-8-21
441,19,841.9065,79.6467,-3.7869,-1.2679,0,,11-14-35,1-11-14-20-22-25-26-29-30-35
441,20,853.0840,176.9269,-3.9445,-0.6642,0,,22-26-30,1-6-14-19-22-26-30-35
441,21,610.7839,442.4667,-1.6969,3.4447,0,,,0-3-18
441,22,884.2662,153.2925,-3.9479,-0.6434,0,,20-30,14-19-20-25-26-30-35
441,23,435.2485,264.5270,3.5587,-1.2707,0,,33,5-7-15-16-17-28-33
441,24,369.4203,348.5013,3.2142,-1.2321,0,,7-13-15,7-9-12-13-15-16-17-33
441,25,900.0000,83.3922,-3.9514,-0.3148,0,,35,11-14-19-22-30-35
441,26,813.9431,154.6536,-3.9197,-0.2252,0,,1-6-14-20-30,1-6-14-19-20-22-29-30-35
441,27,26.0248,574.4349,-3.4780,-0.9523,0,,,31
441,28,512.3362,269.7179,3.1128,-1.3313,0,,,5-16-23
441,29,787.6915,89.8872,-3.5079,-1.3472,0,,1-11-14,1-6-11-14-19-26-30-35
441,30,849.1467,136.3124,-3.8672,-0.9990,0,,14-20-22-26-35,1-6-11-14-19-20-22-25-26-29-35
441,31,19.2176,649.0861,-3.9089,-0.4697,0,,,27
441,32,772.8799,564.0119,2.0701,0.8280,0,,,8
441,33,411.0521,290.7664,3.8867,-0.9453,0,,15-17-23,5-7-13-15-16-17-23-24
441,34,523.8310,541.4392,-2.3599,3.1813,0,,0,0-3
441,35,868.4777,104.1936,-3.9897,-0.2870,0,,14-19-25-30,1-11-14-19-20-22-25-26-29-30
442,0,556.1068,527.0809,-2.1078,3.3996,0,,34,3-18-21-34
442,1,784.0350,126.2128,-3.7317,-0.5497,0,,6-14-26-29,6-11-14-19-20-22-26-29-30-35
442,2,296.1904,422.2037,2.9522,-0.1779,0,,10,10-12-13
442,3,612.9779,538.2546,-1.7398,3.2096,0,,18,0-18-21-34
442,4,900.0000,119.1969,-3.9623,-0.5482,0,,22-25-35,14-19-20-22-25-26-30-35
442,5,496.2883,329.7788,3.9869,-0.3236,0,16,16,7-9-16-17-23-28-33
442,6,778.9152,173.1915,-3.8475,0.2258,0,,1-26,1-14-20-26-29-30
442,7,410.8047,358.9993,3.6095,-0.8273,0,,9-13-17-24,5-9-12-13-15-16-17-23-24-33
442,8,723.3896,572.7571,1.5367,1.6177,0,,,18-32
442,9,435.5994,395.1448,3.0667,-0.8285,0,,7,5-7-12-13-16-17-24
442,10,307.9716,456.2963,3.0810,0.2503,0,,2,2-12
442,11,815.0250,51.7534,-3.5680,-1.7611,0,,19-29,1-14-19-25-29-30-35
442,12,349.4472,418.1701,3.0390,-1.0889,0,,13,2-7-9-10-13-24
442,13,380.6905,382.7333,2.9383,-1.0895,0,,7-12-24,2-7-9-12-15-16-17-24-33
442,14,818.5371,112.2335,-3.7710,-1.2780,0,,1-19-26-29-30-35,1-4-6-11-19-20-22-25-26-29-30-35
442,15,378.0122,298.8148,3.9195,-0.7538,0,,24-33,7-13-16-17-23-24-33
442,16,462.9512,328.3677,3.8948,-0.5057,0,5,5-17,5-7-9-13-15-17-23-24-28-33
442,17,427.5942,324.9724,3.8225,-0.7855,0,,7-16-33,5-7-9-13-15-16-23-24-33
442,18,646.9027,526.0155,-1.6064,3.2950,0,,3,0-3-8-21
442,19,838.1098,78.4123,-3.7967,-1.2344,0,,11-14-35,1-4-11-14-20-22-25-26-29-30-35
442,20,849.1437,176.2385,-3.9403,-0.6884,0,,22-26-30,1-4-6-14-19-22-26-30-35
442,21,609.0882,445.9018,-1.6957,3.4351,0,,,0-3-18
442,22,880.3198,152.6402,-3.9465,-0.6523,0,,4-20-30,1-4-14-19-20-25-26-30-35
442,23,438.7937,263.3057,3.5451,-1.2213,0,,33,5-7-15-16-17-28-33
442,24,372.6749,347.3093,3.2546,-1.1919,0,,7-13-15,7-9-12-13-15-16-17-33
442,25,896.0390,83.0717,-3.9610,-0.3205,0,,4-35,4-11-14-19-22-30-35
442,26,810.0294,154.3935,-3.9136,-0.2601,0,,1-6-14-20-30,1-4-6-14-19-20-22-29-30-35
442,27,22.5253,573.5067,-3.4995,-0.9282,0,,,31
442,28,515.4837,268.4190,3.1476,-1.2989,0,,,5-16-23
442,29,784.1858,88.5755,-3.5057,-1.3117,0,,1-11-14,1-6-11-14-19-26-30-35
442,30,845.2778,135.3307,-3.8688,-0.9817,0,,14-20-22-26-35,1-4-6-11-14-19-20-22-25-26-29-35
442,31,15.3292,648.5935,-3.8884,-0.4926,0,,,27
442,32,774.9233,564.8794,2.0434,0.8675,0,,,8
442,33,414.9403,289.8272,3.8882,-0.9392,0,,15-17-23,5-7-13-15-16-17-23-24
442,34,521.5235,544.6130,-2.3074,3.1738,0,,0,0-3
442,35,864.4805,104.0440,-3.9972,-0.1496,0,,4-14-19-25-30,1-4-11-14-19-20-22-25-26-29-30
443,0,553.9898,530.4748,-2.1170,3.3939,0,,34,3-18-21-34
443,1,780.3123,125.6557,-3.7227,-0.5571,0,,6-14-26-29,6-11-14-19-20-22-26-29-30-35
443,2,299.1571,422.0350,2.9667,-0.1687,0,,10,10-12-13
443,3,611.2607,541.4583,-1.7172,3.2037,0,,18,0-18-21-34
443,4,896.0392,118.6381,-3.9608,-0.5588,0,,22-25-35,14-19-20-22-25-26-30-35
443,5,500.2781,329.4925,3.9897,-0.2863,0,16,16,7-9-16-17-23-28-33
443,6,775.0862,173.3322,-3.8290,0.1407,0,,1-26,1-14-20-26-29-30
443,7,414.4042,358.1733,3.5995,-0.8260,0,,9-13-17-24,5-9-12-13-15-16-17-24-33
443,8,724.8604,574.3981,1.4708,1.6409,0,,,18-32
443,9,438.6679,394.2813,3.0685,-0.8634,0,,7,5-7-12-13-16-17-24
443,10,311.0402,456.4702,3.0687,0.1738,0,,2,2-12
443,11,811.4415,50.0688,-3.5835,-1.6846,0,,19-29,1-14-19-25-29-30-35
443,12,352.5214,417.0690,3.0742,-1.1012,0,,13,2-7-9-10-13-24
443,13,383.6560,381.6505,2.9655,-1.0828,0,,7-12-24,2-7-9-12-15-16-17-24-33
443,14,814.7646,110.9870,-3.7725,-1.2464,0,,1-19-26-29-30-35,1-4-6-11-19-20-22-25-26-29-30-35
443,15,381.9291,298.0706,3.9169,-0.7441,0,,24-33,7-13-16-17-23-24-33
443,16,466.8283,327.8401,3.8770,-0.5277,0,5,5-17,5-7-9-13-15-17-23-24-28-33
443,17,431.4082,324.1837,3.8140,-0.7887,0,,7-16-33,5-7-9-13-15-16-23-24-33
443,18,645.2920,529.3063,-1.6107,3.2908,0,,3,0-3-8-21
443,19,834.3037,77.2108,-3.8061,-1.2015,0,,11-14-35,1-4-11-14-20-22-25-26-29-30-35
443,20,845.2067,175.5312,-3.9370,-0.7073,0,,22-26-30,1-4-6-14-19-22-26-30-35
443,21,607.3942,449.3274,-1.6941,3.4257,0,,,0-3-18
443,22,876.3746,151.9804,-3.9452,-0.6598,0,,4-20-30,1-4-14-19-20-25-26-30-35
443,23,442.3262,262.1321,3.5326,-1.1737,0,,33,5-15-16-17-28-33
443,24,375.9681,346.1555,3.2932,-1.1538,0,,7-13-15,7-9-12-13-15-16-17-33
443,25,892.0687,82.7478,-3.9703,-0.3239,0,,4-35,4-11-14-19-22-30-35
443,26,806.1217,154.1006,-3.9077,-0.2930,0,,1-6-14-20-30,1-4-6-14-19-20-22-29-30-35
443,27,19.0063,572.6003,-3.5190,-0.9064,0,,,31
443,28,518.6639,267.1520,3.1802,-1.2671,0,,,5-16-23
443,29,780.6819,87.2987,-3.5039,-1.2768,0,,1-11-14,1-6-11-14-19-26-30-35
443,30,841.4073,134.3663,-3.8705,-0.9643,0,,14-20-22-26-35,1-4-6-11-14-19-20-22-25-26-29-35
443,31,11.4593,648.0802,-3.8699,-0.5133,0,,,27
443,32,776.9380,565.7856,2.0148,0.9062,0,,,8
443,33,418.8290,288.8904,3.8888,-0.9367,0,,15-17-23,5-7-13-15-16-17-23-24
443,34,519.2665,547.7797,-2.2571,3.1666,0,,0,0-3
443,35,860.4807,104.0054,-3.9998,-0.0386,0,,4-14-19-25-30,1-4-11-14-19-20-22-25-26-29-30
444,0,551.8644,533.8634,-2.1254,3.3886,0,,34,3-18-21-34
444,1,776.5981,125.0923,-3.7142,-0.5634,0,,6-14-26-29,6-11-14-19-20-22-26-29-30-35
444,2,302.1386,421.8739,2.9815,-0.1611,0,,10,10-12-13
444,3,609.5656,544.6562,-1.6951,3.1979,0,,18,0-18-21-34
444,4,892.0797,118.0703,-3.9595,-0.5678,0,,22-25-35,14-19-20-22-25-26-30-35
444,5,504.2702,329.2413,3.9921,-0.2512,0,16,16,7-9-16-17-23-28-33
444,6,771.2748,173.3917,-3.8113,0.0595,0,,1-26,1-14-20-26-29-30
444,7,417.9943,357.3504,3.5901,-0.8229,0,,9-13-17-24,5-9-12-13-15-16-17-24-33
444,8,726.2677,576.0619,1.4073,1.6638,0,,,18-32
444,9,441.7391,393.3850,3.0712,-0.8963,0,,7,5-7-12-13-16-17-24
444,10,314.0984,456.5709,3.0582,0.1007,0,,2,2-12
444,11,807.8432,48.4589,-3.5983,-1.6099,0,,19-29,1-14-19-25-29-30-35
444,12,355.6294,415.9557,3.1081,-1.1132,0,,13,2-7-9-10-13-24
444,13,386.6481,380.5741,2.9920,-1.0764,0,,7-12-24,2-7-9-12-15-16-17-24-33
444,14,810.9908,109.7715,-3.7739,-1.2155,0,,1-19-26-29-30-35,1-4-6-11-19-20-22-25-26-29-30-35
444,15,385.8433,297.3359,3.9142,-0.7347,0,,24-33,7-13-16-17-23-24-33
444,16,470.6887,327.2922,3.8605,-0.5479,0,5,5-17,5-7-9-13-15-17-23-24-28-33
444,17,435.2142,323.3926,3.8060,-0.7911,0,,7-16-33,5-7-9-13-15-16-23-24-33
444,18,643.6766,532.5931,-1.6154,3.2868,0,,3,0-3-8-21
444,19,830.4887,76.0417,-3.8150,-1.1691,0,,11-14-35,1-4-11-14-20-22-25-26-29-30-35
444,20,841.2730,174.8061,-3.9337,-0.7251,0,,22-26-30,1-4-6-14-19-22-26-30-35
444,21,605.7020,452.7439,-1.6921,3.4165,0,,,0-3-18
444,22,872.4305,151.3141,-3.9441,-0.6663,0,,4-20-30,1-4-14-19-20-25-26-30-35
444,23,445.8472,261.0042,3.5210,-1.1278,0,,33,5-15-16-17-28-33
444,24,379.2929,345.0151,3.3248,-1.1404,0,,7-13-15,7-9-12-13-15-16-17-33
444,25,888.0893,82.4224,-3.9794,-0.3254,0,,4-35,4-11-14-19-22-30-35
444,26,802.2199,153.7765,-3.9019,-0.3240,0,,1-6-14-20-30,1-4-6-14-19-20-22-29-30-35
444,27,15.4698,571.7135,-3.5365,-0.8867,0,,,31
444,28,521.8747,265.9161,3.2107,-1.2358,0,,,5-16-23
444,29,777.1795,86.0561,-3.5023,-1.2426,0,,1-11-14,1-6-11-14-19-26-30-35
444,30,837.5352,133.4194,-3.8721,-0.9469,0,,14-20-22-26-35,1-4-6-11-14-19-20-22-25-26-29-35
444,31,7.6060,647.5482,-3.8533,-0.5320,0,,,27
444,32,778.9224,566.7297,1.9844,0.9441,0,,,8
444,33,422.7176,287.9530,3.8886,-0.9374,0,,15-17-23,5-7-13-15-16-17-23-24
444,34,517.0577,550.9394,-2.2087,3.1598,0,,0,0-3
444,35,856.4916,103.7111,-3.9892,-0.2943,0,,4-14-19-25-30,1-4-11-14-19-20-22-25-26-29-30
445,0,549.7315,537.2473,-2.1330,3.3839,0,,34,3-18-21-34
445,1,772.8920,124.5218,-3.7061,-0.5705,0,,6-14-26-29,6-11-14-19-20-22-26-29-30-35
445,2,305.1350,421.7190,2.9964,-0.1549,0,,10,10-12-13
445,3,607.8921,547.8483,-1.6736,3.1921,0,,18,0-18-21-34
445,4,888.1217,117.4927,-3.9581,-0.5776,0,,22-25-35,14-19-20-22-25-26-30-35
445,5,508.2643,329.0241,3.9941,-0.2172,0,16,16,7-9-16-17-23-28-33
445,6,767.4804,173.3738,-3.7944,-0.0179,0,,1-26,1-14-20-26-29-30
445,7,421.5755,356.5304,3.5812,-0.8201,0,,9-13-17-24,5-9-12-13-15-16-17-24-33
445,8,727.6139,577.7482,1.3462,1.6864,0,,,18-32
445,9,444.8138,392.4578,3.0747,-0.9272,0,,7,5-7-12-13-16-17-24
445,10,317.1478,456.6018,3.0494,0.0309,0,,2,2-12
445,11,804.2307,46.9193,-3.6125,-1.5396,0,,19-29,1-14-19-25-29-30-35
445,12,358.7700,414.8305,3.1406,-1.1252,0,,13,2-7-9-10-13-24
445,13,389.6659,379.5036,3.0178,-1.0705,0,,7-12-24,2-7-9-12-15-16-17-24-33
445,14,807.2156,108.5848,-3.7751,-1.1867,0,,1-19-26-29-30-35,1-4-6-11-19-20-22-25-26-29-30-35
445,15,389.7548,296.6101,3.9115,-0.7258,0,,24-33,7-13-16-17-23-24-33
445,16,474.5339,326.7258,3.8451,-0.5665,0,5,5-17,5-7-9-13-15-17-23-24-28-33
445,17,439.0127,322.5996,3.7985,-0.7931,0,,7-16-33,5-7-9-13-15-16-23-24-33
445,18,642.0560,535.8761,-1.6206,3.2829,0,,3,0-3-8-21
445,19,826.6654,74.9028,-3.8234,-1.1390,0,,11-14-35,1-4-11-14-20-22-25-26-29-30-35
445,20,837.3427,174.0622,-3.9302,-0.7439,0,,22-26-30,1-4-6-14-19-22-26-30-35
445,21,604.0121,456.1515,-1.6899,3.4076,0,,,0-3-18
445,22,868.4876,150.6401,-3.9428,-0.6740,0,,4-20-30,1-4-14-19-20-25-26-30-35
445,23,449.3575,259.9206,3.5103,-1.0836,0,,33,5-15-16-17-28-33
445,24,382.6480,343.8875,3.3551,-1.1277,0,,7-13-15,7-9-12-13-15-16-17-33
445,25,884.1028,82.0948,-3.9866,-0.3276,0,,4-35,4-11-14-19-22-30-35
445,26,798.3238,153.4213,-3.8961,-0.3552,0,,1-6-14-20-30,1-4-6-14-19-20-22-29-30-35
445,27,11.9175,570.8445,-3.5523,-0.8690,0,,,31
445,28,525.1140,264.7110,3.2394,-1.2052,0,,,5-16-23
445,29,773.6786,84.8447,-3.5009,-1.2114,0,,1-11-14,1-6-11-14-19-26-30-35
445,30,833.6617,132.4883,-3.8736,-0.9311,0,35,14-20-22-26-35,1-4-6-11-14-19-20-22-25-26-29-35
445,31,3.7678,646.9994,-3.8382,-0.5488,0,,,27
445,32,780.8749,567.7109,1.9525,0.9812,0,,,8
445,33,426.6054,287.0122,3.8878,-0.9409,0,,15-17-23,5-7-13-15-16-17-23-24
445,34,514.8953,554.0926,-2.1624,3.1532,0,,0,0-3
445,35,852.5228,103.2123,-3.9688,-0.4989,0,30,4-14-19-25-30,1-4-11-14-19-20-22-25-26-29-30
446,0,547.5917,540.6268,-2.1398,3.3795,0,,34,3-18-21-34
446,1,769.1938,123.9435,-3.6983,-0.5782,0,,6-14-26-29,6-11-14-19-20-22-26-29-30-35
446,2,308.1465,421.5689,3.0115,-0.1501,0,,10,10-12-13
446,3,606.2395,551.0347,-1.6526,3.1864,0,,18,0-18-21-34
446,4,884.1651,116.9047,-3.9565,-0.5880,0,,22-25-35,14-19-20-22-25-26-30-35
446,5,512.2601,328.8408,3.9958,-0.1833,0,16,16,7-9-16-17-23-28-33
446,6,763.7023,173.2822,-3.7782,-0.0917,0,,1-26,1-14-20-26-29-30
446,7,425.1484,355.7128,3.5729,-0.8176,0,,9-13-17-24,5-9-12-13-15-16-17-24-33
446,8,728.9010,579.4569,1.2872,1.7087,0,,,18-32
446,9,447.8926,391.5014,3.0789,-0.9564,0,,7,5-7-12-13-16-17-24
446,10,320.1899,456.5659,3.0421,-0.0358,0,,2,2-12
446,11,800.6048,45.4460,-3.6259,-1.4733,0,,19-29,1-14-19-25-29-30-35
446,12,361.9420,413.6933,3.1719,-1.1372,0,,13,2-7-9-10-13-24
446,13,392.7088,378.4385,3.0429,-1.0650,0,,7-12-24,2-7-9-12-15-17-24-33
446,14,803.4393,107.4249,-3.7763,-1.1599,0,,1-19-26-29-30-35,1-4-6-11-19-20-22-25-26-29-30-35
446,15,393.6635,295.8928,3.9087,-0.7173,0,,24-33,7-13-16-17-23-24-33
446,16,478.3647,326.1422,3.8309,-0.5835,0,5,5-17,5-7-9-15-17-23-24-28-33
446,17,442.8043,321.8050,3.7916,-0.7946,0,,7-16-33,5-7-9-13-15-16-23-24-33
446,18,640.4300,539.1553,-1.6260,3.2792,0,,3,0-3-8-21
446,19,822.8341,73.7919,-3.8312,-1.1109,0,,11-14-35,1-4-11-14-22-25-26-29-30-35
446,20,833.4163,173.2986,-3.9264,-0.7636,0,,22-26-30,1-4-6-14-22-26-30-35
446,21,602.3248,459.5503,-1.6874,3.3988,0,,,0-3-18
446,22,864.5463,149.9576,-3.9413,-0.6825,0,,4-20-30,1-4-14-19-20-25-26-30-35
446,23,452.8581,258.8794,3.5005,-1.0412,0,,33,5-15-16-17-28-33
446,24,386.0324,342.7719,3.3843,-1.1156,0,,7-13-15,7-9-12-13-15-16-17-33
446,25,880.2206,81.1310,-3.8821,-0.9638,0,,4-35,4-11-14-19-22-30-35
446,26,794.4335,153.0350,-3.8903,-0.3863,0,,1-6-14-20-30,1-4-6-14-19-20-22-29-30-35
446,27,8.3509,569.9915,-3.5666,-0.8530,0,,,
446,28,528.3802,263.5359,3.2662,-1.1750,0,,,5-16-23
446,29,770.1789,83.6620,-3.4996,-1.1827,0,,1-11-14,1-6-11-14-19-26-30-35
446,30,829.6763,132.1463,-3.9854,-0.3420,0,,14-20-22-26-35,1-4-6-11-14-19-20-22-25-26-29-35
446,31,900.0000,646.4354,-3.8246,-0.5640,0,,,
446,32,782.7941,568.7284,1.9192,1.0176,0,,,8
446,33,430.4918,286.0654,3.8863,-0.9467,0,,15-17-23,5-7-13-15-16-17-23-24
446,34,512.7772,557.2394,-2.1181,3.1469,0,,0,0-3
446,35,848.5784,102.5478,-3.9444,-0.6645,0,,4-14-19-25-30,1-4-11-14-19-20-22-25-26-29-30
447,0,545.4457,544.0024,-2.1460,3.3756,0,,34,3-18-21-34
447,1,765.5025,123.3601,-3.6913,-0.5835,0,,14-26-29,6-11-14-19-20-22-26-29-30-35
447,2,311.1731,421.4223,3.0266,-0.1466,0,,10,10-12-13
447,3,604.6073,554.2155,-1.6322,3.1808,0,,18,0-18-21-34
447,4,880.2103,116.3053,-3.9548,-0.5993,0,,22-25-35,14-19-20-22-25-26-30-35
447,5,516.2573,328.6922,3.9972,-0.1486,0,16,16,7-9-16-17-23-28-33
447,6,759.9387,173.1249,-3.7635,-0.1572,0,,26,1-14-20-26-29-30
447,7,428.7136,354.8974,3.5652,-0.8154,0,,9-13-17-24,5-9-12-13-15-16-17-24-33
447,8,730.1312,581.1876,1.2301,1.7307,0,,,18-32
447,9,450.9764,390.5177,3.0837,-0.9838,0,,7,5-7-12-13-16-17-24
447,10,323.2264,456.4664,3.0364,-0.0995,0,,2,2-12
447,11,796.9662,44.0351,-3.6386,-1.4109,0,,19-29,1-14-19-25-29-30-35
447,12,365.1440,412.5443,3.2020,-1.1490,0,,13,2-7-9-10-13-24
447,13,395.7742,377.3771,3.0654,-1.0614,0,,7-12-24,2-7-9-12-15-17-24
447,14,799.6621,106.2899,-3.7772,-1.1350,0,,1-19-26-29-30-35,1-4-6-11-19-20-22-25-26-29-30-35
447,15,397.5694,295.1836,3.9059,-0.7092,0,,24-33,7-13-16-17-23-24-33
447,16,482.1824,325.5430,3.8176,-0.5992,0,5,5-17,5-7-9-15-17-23-24-28-33
447,17,446.5893,321.0092,3.7850,-0.7958,0,,7-16-33,5-7-9-13-15-16-23-24-33
447,18,638.7984,542.4310,-1.6317,3.2756,0,,3,0-3-8-21
447,19,818.9960,72.7067,-3.8381,-1.0851,0,,11-14-35,1-4-11-14-22-25-26-29-30-35
447,20,829.4931,172.5188,-3.9232,-0.7799,0,,22-26-30,1-4-6-14-22-26-30-35
447,21,600.6402,462.9406,-1.6846,3.3903,0,,,0-3-18
447,22,860.6066,149.2658,-3.9397,-0.6918,0,,4-20-30,1-4-14-19-20-25-26-30-35
447,23,456.3496,257.8791,3.4916,-1.0004,0,33,33,5-15-16-17-28-33
447,24,389.4446,341.6676,3.4123,-1.1042,0,,7-13-15,7-9-12-13-15-16-17-33
447,25,876.3302,80.2014,-3.8905,-0.9296,0,,4-35,4-11-14-19-22-30-35
447,26,790.5485,152.6209,-3.8851,-0.4141,0,,1-6-14-20-30,1-4-6-14-19-20-22-29-30-35
447,27,4.7842,569.1385,-3.5666,-0.8530,0,,,
447,28,531.6717,262.3879,3.2915,-1.1481,0,,,5-16-23-33
447,29,766.6799,82.5095,-3.4991,-1.1526,0,,1-11-14,1-6-11-14-19-26-30-35
447,30,825.6959,131.7857,-3.9804,-0.3606,0,,14-20-22-26-35,1-4-6-11-14-19-20-22-25-26-29-35
447,31,896.1754,645.8713,-3.8246,-0.5640,0,,,
447,32,784.6789,569.7816,1.8848,1.0532,0,,,8
447,33,434.3761,285.1107,3.8844,-0.9548,0,23,15-17-23,5-7-15-16-17-23-24-28
447,34,510.7017,560.3803,-2.0756,3.1408,0,,0,0-3
447,35,844.6592,101.7477,-3.9192,-0.8001,0,,4-14-19-25-30,1-4-11-14-19-20-22-25-26-29-30
448,0,543.2942,547.3745,-2.1514,3.3721,0,,34,3-18-21-34
448,1,761.8241,122.7568,-3.6784,-0.6033,0,,14-26-29,6-11-14-19-20-22-26-29-30-35
448,2,314.2149,421.2778,3.0418,-0.1445,0,,10,10-12-13
448,3,602.9949,557.3909,-1.6124,3.1753,0,,18,0-18-21-34
448,4,876.2572,115.6943,-3.9531,-0.6110,0,,22-25-35,14-19-20-22-25-26-30-35
448,5,520.2557,328.5795,3.9984,-0.1126,0,16,16,7-9-16-17-23-28-33
448,6,756.2029,172.9190,-3.7358,-0.2059,0,,26,1-14-20-26-29-30
448,7,432.2715,354.0839,3.5579,-0.8135,0,,9-13-17-24,5-9-12-13-15-16-17-24-33
448,8,731.3061,582.9399,1.1750,1.7523,0,,,32
448,9,454.0656,389.5083,3.0892,-1.0094,0,,7,5-7-12-13-16-17-24
448,10,326.2585,456.3061,3.0321,-0.1603,0,,2,2-12
448,11,793.3158,42.6833,-3.6504,-1.3518,0,,19-29,1-14-19-25-29-30-35
448,12,368.3750,411.3835,3.2310,-1.1608,0,,13,2-7-9-10-13-24
448,13,398.8587,376.3199,3.0846,-1.0572,0,,7-12-24,2-7-9-12-15-17-24
448,14,795.8842,105.1784,-3.7779,-1.1115,0,,1-19-26-29-30-35,1-4-6-11-19-20-22-25-26-29-30-35
448,15,401.4724,294.4820,3.9030,-0.7016,0,,24-33,7-13-16-17-23-24-33
448,16,485.9878,324.9296,3.8054,-0.6134,0,5,5-17,5-7-9-15-17-23-24-28-33
448,17,450.3682,320.2127,3.7789,-0.7965,0,,7-16-33,5-7-9-13-15-16-23-24-33
448,18,637.1234,545.7227,-1.6749,3.2917,0,,3,0-3-21
448,19,815.1517,71.6457,-3.8444,-1.0610,0,,11-14-35,1-4-11-14-22-25-26-29-30-35
448,20,825.5732,171.7221,-3.9199,-0.7966,0,,22-26-30,1-4-6-14-22-26-30-35
448,21,598.9576,466.3230,-1.6825,3.3824,0,,,0-3-18
448,22,856.6685,148.5645,-3.9380,-0.7013,0,,4-20-30,1-4-14-19-20-25-26-30-35
448,23,460.0900,256.4613,3.7403,-1.4177,0,,33,5-15-16-17-28-33
448,24,392.8838,340.5741,3.4391,-1.0935,0,,7-13-15,7-9-12-13-15-16-17-33
448,25,872.4321,79.3039,-3.8980,-0.8975,0,,4-35,4-11-14-19-22-30-35
448,26,786.6688,152.1793,-3.8797,-0.4416,0,,1-6-14-20-30,1-4-6-14-19-20-22-29-30-35
448,27,1.2176,568.2855,-3.5666,-0.8530,0,,,
448,28,534.9908,261.2582,3.3190,-1.1296,0,,,5-16-23-33
448,29,763.1889,81.3804,-3.4909,-1.1291,0,,1-11-14,1-6-11-14-19-26-30-35
448,30,821.7206,131.4066,-3.9754,-0.3791,0,,14-20-22-26-35,1-4-6-11-14-19-20-22-25-26-29-35
448,31,892.3507,645.3073,-3.8246,-0.5640,0,,,
448,32,786.5281,570.8698,1.8493,1.0882,0,,,8
448,33,438.2575,284.1437,3.8814,-0.9669,0,,15-17-23,5-7-15-16-17-23-24-28
448,34,508.6667,563.5154,-2.0349,3.1351,0,,0,0-3
448,35,840.7649,100.8344,-3.8943,-0.9133,0,,4-14-19-25-30,1-4-11-14-19-20-22-25-26-29-30
449,0,541.1378,550.7435,-2.1565,3.3689,0,,34,3-18-21-34
449,1,758.1581,122.1338,-3.6659,-0.6229,0,,14-26-29,6-11-14-19-20-22-26-29-30-35
449,2,317.2718,421.1342,3.0569,-0.1436,0,,10,10-12-13
449,3,601.4012,560.5611,-1.5937,3.1702,0,,18,0-18-21-34
449,4,872.3060,115.0714,-3.9512,-0.6229,0,,22-25-35,14-19-20-22-25-26-30-35
449,5,524.2549,328.5018,3.9992,-0.0777,0,16,16,7-9-16-17-23-28-33
449,6,752.4936,172.6664,-3.7093,-0.2526,0,,26,1-14-20-26-29-30
449,7,435.8227,353.2720,3.5512,-0.8119,0,,9-13-17-24,5-9-12-13-15-16-17-24-33
449,8,732.5148,584.6590,1.2087,1.7191,0,,,32
449,9,457.1607,388.4748,3.0952,-1.0335,0,,7,5-7-12-13-16-17-24
449,10,329.2877,456.0878,3.0292,-0.2183,0,,2,2-12
449,11,789.6543,41.3876,-3.6615,-1.2957,0,,19-29,1-14-19-25-29-30-35
449,12,371.6339,410.2111,3.2589,-1.1724,0,,13,2-7-9-10-13-24
449,13,401.9623,375.2665,3.1036,-1.0534,0,,7-12-24,2-7-9-12-15-17-24
